movie_imdb_link,genres
http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1,Adventure|Family|Fantasy
http://www.imdb.com/title/tt0413267/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family|Fantasy
http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1,Action|Adventure|Fantasy
http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi
http://www.imdb.com/title/tt0980970/?ref_=fn_tt_tt_1,Adventure|Family|Fantasy
http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1,Action|Drama|History|Romance|War
http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi
http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1,Action|Adventure|Biography|Drama|History|Romance|War
http://www.imdb.com/title/tt0373889/?ref_=fn_tt_tt_1,Adventure|Family|Fantasy|Mystery
http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1,Adventure|Family|Fantasy|Mystery
http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1,Action|Drama
http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1,Drama|Horror|Sci-Fi
http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,Adventure|Comedy|Family|Fantasy
http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1,Animation|Comedy|Family|Fantasy
http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,Action|Adventure
http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1,Action|Adventure|Animation|Comedy|Family
http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,Adventure|Comedy|Family|Fantasy
http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1,Action|Adventure|Fantasy|Sci-Fi|Thriller
http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1,Action|Sci-Fi
http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family|Fantasy|Musical
http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,Action|Sci-Fi
http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,Action|Adventure|Fantasy
http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi|Thriller
http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,Mystery|Thriller
http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,Action|Adventure|Fantasy
http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Drama|Family
http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi
http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,Action|Adventure|Fantasy
http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,Comedy|Fantasy|Horror
http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1,Action|Adventure|Thriller
http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,Drama|Fantasy|Horror|Thriller
http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,Action|Adventure|Drama|Romance
http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family
http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,Action|Adventure|Animation|Comedy|Family
http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1,Action|Adventure|Family|Fantasy
http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,Action|Adventure|Thriller
http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1,Action|Drama|Thriller
http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,Action|Adventure|Animation|Comedy|Family|Sci-Fi
http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family
http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,Adventure|Family|Fantasy
http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family|Sci-Fi
http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1,Adventure
http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family
http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1,Action|Adventure|Thriller
http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,Action|Comedy|Fantasy|Sci-Fi
http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi|Thriller
http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi
http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1,Action|Adventure|Animation|Fantasy
http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,Action|Adventure|Animation|Comedy|Family
http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,Action|Adventure|Thriller
http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1,Adventure|Animation|Family|Fantasy
http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1,Comedy|Crime
http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1,Action|Drama|History|War
http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,Action|Adventure|Drama
http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi
http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1,Action|Adventure|Fantasy|Romance
http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1,Action|Adventure|Animation|Comedy|Family|Fantasy
http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1,Action|Adventure|Fantasy
http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi|Thriller
http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,Action|Drama|Mystery|Sci-Fi
http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1,Action|Crime|Thriller
http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1,Action|Sci-Fi
http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi|Thriller
http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1,Action|Adventure|Comedy|Thriller
http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi
http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi
http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1,Action|Adventure|Thriller
http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1,Action|Adventure|Drama|History|War
http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,Adventure|Drama|Fantasy|Romance
http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1,Animation|Comedy|Family|Musical
http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi
http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1,Action|Crime|Drama|Mystery|Thriller
http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1,Adventure|Family|Fantasy
http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1,Adventure|Drama|Thriller|Western
http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family|Sport
http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family|Western
http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family
http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1,Action|Mystery|Thriller
http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1,Action|Adventure|Animation|Comedy|Family
http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1,Action|Adventure|Comedy|Sci-Fi
http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1,Adventure|Sci-Fi|Thriller
http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,Adventure|Drama|Fantasy|Romance
http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi
http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1,Adventure|Sci-Fi|Thriller
http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1,Action|Comedy|Crime|Thriller
http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1,Action|Adventure|Animation|Comedy|Family|Fantasy
http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1,Action|Crime|Mystery|Thriller
http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1,Action|Adventure|Drama
http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1,Action|Adventure|Family|Mystery
http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1,Adventure|Family|Fantasy|Mystery
http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1,Adventure|Drama|Romance|War
http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi
http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1,Adventure|Animation|Family|Thriller
http://www.imdb.com/title/tt1680310/?ref_=fn_tt_tt_1,Action|Fantasy
http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1,Adventure|Comedy|Family|Fantasy
http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1,Action|Animation|Comedy|Family|Sci-Fi
http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1,Adventure|Family|Fantasy
http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1,Action|Comedy|Fantasy
http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,Action|Adventure|Drama|Horror|Sci-Fi
http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1,Action|Adventure|Fantasy
http://www.imdb.com/title/tt1571403/?ref_=fn_tt_tt_1,Fantasy
http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1,Adventure|Sci-Fi|Thriller
http://www.imdb.com/title/tt0382625/?ref_=fn_tt_tt_1,Mystery|Thriller
http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family|Musical
http://www.imdb.com/title/tt0290334/?ref_=fn_tt_tt_1,Action|Adventure|Fantasy|Sci-Fi|Thriller
http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1,Action|Crime|Thriller
http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1,Action|Adventure|Crime|Mystery|Thriller
http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,Action|Adventure|Fantasy
http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1,Action|Sci-Fi
http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1,Action|Adventure|History
http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1,Action|Adventure|Thriller
http://www.imdb.com/title/tt0118688/?ref_=fn_tt_tt_1,Action
http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1,Comedy|Family|Fantasy
http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi|Thriller
http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1,Action|Adventure|Thriller
http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1,Action|Adventure|Drama|Thriller
http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi|Thriller
http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1,Adventure|Drama|Fantasy
http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1,Action|Fantasy|Thriller
http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1,Action|Thriller
http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1,Action|Adventure|Comedy|Crime
http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1,Adventure|Mystery|Sci-Fi
http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family|Fantasy
http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1,Action|Drama|Sci-Fi|Thriller
http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi|Thriller
http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,Action|Crime|Sci-Fi|Thriller
http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1,Action|Family|Sport
http://www.imdb.com/title/tt1341188/?ref_=fn_tt_tt_1,Comedy|Drama|Romance
http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1,Action|Comedy|Romance
http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1,Action|Adventure|Mystery|Sci-Fi
http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1,Action|Adventure|Fantasy|Sci-Fi
http://www.imdb.com/title/tt0121765/?ref_=fn_tt_tt_1,Action|Adventure|Fantasy|Sci-Fi
http://www.imdb.com/title/tt0198781/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family|Fantasy
http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi|Thriller
http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1,Action|Adventure|Fantasy|Sci-Fi
http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family|Fantasy
http://www.imdb.com/title/tt0463872/?ref_=fn_tt_tt_1,Adventure|Comedy|Family|Fantasy
http://www.imdb.com/title/tt0245562/?ref_=fn_tt_tt_1,Action|Drama|War
http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1,Action|Adventure|Drama|Fantasy
http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,Action|Adventure|Comedy|Sci-Fi
http://www.imdb.com/title/tt1454468/?ref_=fn_tt_tt_1,Adventure|Drama|Sci-Fi|Thriller
http://www.imdb.com/title/tt0118928/?ref_=fn_tt_tt_1,Action|Adventure|Thriller
http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1,Action|Adventure|Comedy|Sci-Fi
http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1,Action|Adventure|Sci-Fi
http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1,Action|Adventure|Comedy|Family|Fantasy
http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1,Action|Adventure|Drama|Thriller
http://www.imdb.com/title/tt0120347/?ref_=fn_tt_tt_1,Action|Adventure|Thriller
http://www.imdb.com/title/tt0187393/?ref_=fn_tt_tt_1,Action|Drama|History|War
http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1,Crime|Thriller
http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1,Action|Comedy|Crime|Romance|Thriller
http://www.imdb.com/title/tt2908446/?ref_=fn_tt_tt_1,Adventure|Sci-Fi|Thriller
http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1,Biography|Drama
http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1,Adventure|Comedy|Family|Fantasy
http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1,Action|Comedy|Crime|Sci-Fi|Thriller
http://www.imdb.com/title/tt0084967/?ref_=fn_tt_tt_1,Action|Adventure|Crime
http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1,Action|Drama|Fantasy|War
http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family|Fantasy
http://www.imdb.com/title/tt0299172/?ref_=fn_tt_tt_1,Animation|Comedy|Family|Music|Western
http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1,Action|Adventure|Mystery|Sci-Fi|Thriller
http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1,Action|Drama|Sci-Fi|Sport
http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1,Adventure|Animation|Comedy|Family|Fantasy
http://www.imdb.com/title/tt0120179/?ref_=fn_tt_tt_1,Action|Crime|Romance|Thriller
http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1,Action|Sci-Fi
http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1,Action|Adventure|Thriller
http://www.imdb.com/title/tt0120737/?ref_=fn_tt_tt_1,Action|Adventure|Drama|Fantasy
http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,Action|Adventure|Comedy
