"userId","movieId","tag"
"62","6534","Eric Bana"
"62","6534","mad scientist"
"62","6534","marvel"
"62","6541","captain nemo"
"62","6541","comic book"
"62","6541","gothic"
"62","6541","Peta Wilson"
"62","6541","Sean Connery"
"62","6541","superhero"
"62","6564","adventure"
"62","6564","Angelina Jolie"
"62","6564","heroine in tight suit"
"62","7153","Adventure"
"62","7153","ensemble cast"
"62","7153","fantasy"
"62","7153","fantasy world"
"62","7153","great soundtrack"
"62","7153","lord of the rings"
"62","7153","scenic"
"62","7153","stylized"
"62","7153","Tolkien"
"62","8641","hilarious"
"62","8641","Steve Carell"
"62","8641","Will Ferrell"
"62","27660","animation"
"62","27660","anime"
"62","27660","cyberpunk"
"62","27660","dark"
"62","27660","Matrix"
"62","27660","sci-fi"
"62","27706","dark comedy"
"62","27706","Jim Carrey"
"62","27706","meryl streep"
"62","27706","quirky"
"62","27706","stylized"
"62","27808","Adam Sandler"
"62","27808","family"
"62","27808","sweet"
"62","27831","British gangster"
"62","27831","confusing"
"62","27831","daniel craig"
"62","27831","Exquisite plotting."
"62","27831","organized crime"
"62","27831","stylish"
"62","27831","Tom Hardy"
"62","31658","anime"
"62","31658","fantasy world"
"62","31658","Hayao Miyazaki"
"62","31658","Studio Ghibli"
"62","33162","David Thewlis"
"62","33162","Eva Green"
"62","33162","Liam Neeson"
"62","33162","Orlando Bloom"
"62","34150","Chris Evans"
"62","34150","comic book"
"62","34150","heroine in tight suit"
"62","34150","Jessica Alba"
"62","34150","sexy female scientist"
"62","34150","superhero"
"62","37729","gothic"
"62","37729","helena bonham carter"
"62","37729","Johnny Depp"
"62","37729","Tim Burton"
"62","37729","visually appealing"
"62","38061","black comedy"
"62","38061","clever"
"62","38061","fast-paced dialogue"
"62","38061","good dialogue"
"62","38061","Robert Downey Jr."
"62","38061","witty"
"62","45447","adventure"
"62","45447","Audrey Tautou"
"62","45447","conspiracy theory"
"62","45447","Mystery"
"62","45447","Paris"
"62","45447","Tom Hanks"
"62","45447","treasure hunt"
"62","46723","Brad Pitt"
"62","46723","cate blanchett"
"62","46723","multiple storylines"
"62","46723","social commentary"
"62","46972","Ben Stiller"
"62","46972","Robin Williams"
"62","46976","emma thompson"
"62","46976","Maggie Gyllenhaal"
"62","46976","modern fantasy"
"62","46976","romance"
"62","46976","surreal"
"62","46976","Will Ferrell"
"62","49130","Marion Cotillard"
"62","49530","Africa"
"62","49530","corruption"
"62","49530","Jennifer Connelly"
"62","49530","justice"
"62","49530","Leonardo DiCaprio"
"62","53464","bad acting"
"62","53464","bad jokes"
"62","53464","bad plot"
"62","53464","Chris Evans"
"62","53464","Jessica Alba"
"62","53464","Marvel"
"62","53464","sexy female scientist"
"62","58047","Rachel Weisz"
"62","58047","Ryan Reynolds"
"62","59501","fantasy"
"62","59501","lion"
"62","59501","narnia"
"62","59501","Tilda Swinton"
"62","60074","bad script"
"62","60074","Charlize Theron"
"62","60074","Will Smith"
"62","60126","Anne Hathaway"
"62","60126","Steve Carell"
"62","60756","comedy"
"62","60756","funny"
"62","60756","will ferrell"
"62","61024","comedy"
"62","61024","James Franco"
"62","61024","Seth Rogen"
"62","61024","Stoner Movie"
"62","63992","audience intelligence underestimated"
"62","63992","boring"
"62","63992","chick flick"
"62","63992","overrated"
"62","63992","Teen movie"
"62","68848","Adrien Brody"
"62","68848","con artists"
"62","68848","funny"
"62","68848","interesting characters"
"62","68848","Mark Ruffalo"
"62","68848","Rachel Weisz"
"62","71535","Bill Murray"
"62","71535","dark comedy"
"62","71535","Emma Stone"
"62","71535","funny"
"62","71535","Jesse Eisenberg"
"62","71535","Woody Harrelson"
"62","87430","audience intelligence underestimated"
"62","87430","CGI"
"62","87430","cheesy"
"62","87430","comic book"
"62","87430","DC"
"62","87430","DC Comics"
"62","87430","Ryan Reynolds"
"62","87430","space"
"62","87430","superhero"
"62","88405","comedy"
"62","88405","funny"
"62","88405","happy ending"
"62","88405","HOT actress"
"62","88405","Justin Timberlake"
"62","88405","Mila Kunis"
"62","88405","New York City"
"62","88405","romance"
"62","88405","sex"
"62","96861","Istanbul"
"62","96861","Liam Neeson"
"62","96861","predictable"
"62","96861","Turkey"
"62","96861","unnecessary sequel"
"62","99114","action"
"62","99114","Christoph Waltz"
"62","99114","funny"
"62","99114","good soundtrack"
"62","99114","Great performances"
"62","99114","Humour"
"62","99114","Leonardo DiCaprio"
"62","99114","Quentin Tarantino"
"62","99114","Samuel L. Jackson"
"62","99114","Soundtrack"
"62","99114","western"
"62","103042","Amy Adams"
"62","103042","superhero"
"62","104863","daniel radcliffe"
"62","104863","zoe kazan"
"62","107348","comedy"
"62","107348","Steve Carell"
"62","107348","stupid but funny"
"62","107348","will ferrell"
"62","108190","anti-intellectual"
"62","108190","bad writing"
"62","108190","dystopia"
"62","108190","new society"
"62","108190","plot holes"
"62","108190","predictable"
"62","108190","scifi"
"62","108190","unintelligent"
"62","111743","Charlize Theron"
"62","111743","Liam Neeson"
"62","111743","Seth MacFarlane"
"62","111743","witty"
"62","114180","action"
"62","114180","dystopia"
"62","114180","plot holes"
"62","114180","post-apocalyptic"
"62","114180","survival"
"62","114180","thriller"
"62","114180","unexplained"
"62","114180","weak plot"
"62","115149","dark hero"
"62","115149","gun-fu"
"62","115149","Keanu Reeves"
"62","115149","Revenge"
"62","115149","secret society"
"62","115149","stylish"
"62","116897","black comedy"
"62","116897","dark comedy"
"62","116897","dark humor"
"62","116897","ironic"
"62","116897","multiple short stories"
"62","116897","short stories"
"62","119141","bromance"
"62","119141","comedy"
"62","119141","funny"
"62","119141","James Franco"
"62","119141","Seth Rogen"
"62","122912","comic book"
"62","122912","Dr. Strange"
"62","122912","Great villain"
"62","122912","Guardians of the Galaxy"
"62","122912","Marvel"
"62","122912","MCU"
"62","122912","Robert Downey Jr."
"62","122912","Thanos"
"62","122912","Thor"
"62","122912","Visually stunning"
"62","128360","characters"
"62","128360","Dialogue"
"62","128360","humor"
"62","128360","Kurt Russell"
"62","128360","Quentin Tarantino"
"62","128360","Samuel L. Jackson"
"62","128360","tension building"
"62","128360","violent"
"62","128360","Western"
"62","135133","dystopia"
"62","135133","Jennifer Lawrence"
"62","135133","love story"
"62","135133","nonsense"
"62","135133","politics"
"62","135133","rebellion"
"62","135133","revolution"
"62","135518","Ben Kingsley"
"62","135518","ethics"
"62","135518","immortality"
"62","135518","ryan reynolds"
"62","135536","Bad story"
"62","135536","Bad writing"
"62","135536","Batman"
"62","135536","Ben Affleck"
"62","135536","comic book"
"62","135536","dc comics"
"62","135536","good soundtrack"
"62","135536","Harley Quinn"
"62","135536","Harley Quinn's ass"
"62","135536","Horrible directing"
"62","135536","Jared Leto"
"62","135536","Joker"
"62","135536","lack of plot"
"62","135536","Margot Robbie"
"62","135536","Poor story"
"62","135536","poorly paced"
"62","135536","superhero"
"62","135536","visually appealing"
"62","135536","Will Smith"
"62","136864","action"
"62","136864","batman"
"62","136864","ben affleck"
"62","136864","dark"
"62","136864","dc comics"
"62","136864","Gal Gadot"
"62","136864","superhero"
"62","136864","superman"
"62","136864","wonderwoman"
"62","139385","leonardo DiCarpio"
"62","139385","survival"
"62","139385","tom hardy"
"62","139385","visually appealing"
"62","158966","building a family"
"62","158966","creative"
"62","158966","freedom"
"62","158966","good writing"
"62","158966","individualism"
"62","158966","Viggo Mortensen"
"62","168248","action"
"62","168248","dark hero"
"62","168248","gun tactics"
"62","168248","hitman"
"62","168248","Keanu Reeves"
"62","168248","organized crime"
"62","168248","secret society"
"62","174053","Dystopia"
"62","174053","future"
"62","174053","interesting"
"62","174053","jon hamm"
"62","174053","thought provoking"
"62","179401","Action"
"62","179401","Comedy"
"62","179401","Dwayne Johnson"
"62","179401","funny"
"62","183611","Comedy"
"62","183611","funny"
"62","183611","Rachel McAdams"
"62","184471","adventure"
"62","184471","Alicia Vikander"
"62","184471","video game adaptation"
"62","187593","Josh Brolin"
"62","187593","Ryan Reynolds"
"62","187593","sarcasm"
"62","187595","Emilia Clarke"
"62","187595","star wars"
"63","260","classic"
"63","260","space action"
"76","260","action"
"76","260","sci-fi"
"103","260","EPIC"
"103","260","great soundtrack"
"103","296","good dialogue"
"103","296","great soundtrack"
"103","296","non-linear"
"106","4896","Everything you want is here"
"106","106489","adventure"
"112","260","classic sci-fi"
"112","260","engrossing adventure"
"112","260","EPIC"
"119","260","classic"
"119","260","Nerd"
"119","101142","animation"
"119","101142","funny"
"119","101142","stone age"
"119","115149","action"
"119","115149","killer"
"119","115149","widows/widowers"
"119","115617","animation"
"119","115617","kids"
"119","115617","robots"
"119","120635","action"
"119","120635","murder"
"119","120635","police"
"125","1726","Kevin Costner"
"125","1726","Post apocalyptic"
"125","2387","dark comedy"
"125","2387","dark humor"
"125","3052","irreverent"
"125","3052","jay and silent bob"
"125","3052","Kevin Smith"
"125","3052","satire"
"125","5088","irreverent"
"125","7022","based on a book"
"125","7022","bloody"
"125","7022","brutal"
"125","7022","controversial"
"125","7022","dystopia"
"125","7022","goretastic"
"125","7022","satire"
"125","7022","social commentary"
"125","7022","survival"
"125","7022","violence"
"125","7254","alternate reality"
"125","7254","sci-fi"
"125","7254","science fiction"
"125","7254","time travel"
"125","8957","brutal"
"125","8957","clever"
"125","8957","Disturbing"
"125","8957","great ending"
"125","8957","mindfuck"
"125","8957","surprise ending"
"125","8957","suspense"
"125","9010","cruel characters"
"125","42632","brutality"
"125","58301","dark humor"
"125","60950","threesome"
"125","62434","Seth Rogen"
"125","62434","Sexual Humor"
"125","67695","Seth Rogen"
"125","100083","embarassing scenes"
"125","100083","offensive"
"125","100083","R language"
"125","100083","sarcasm"
"125","100083","satire"
"125","156371","80's"
"125","158872","Crude humor"
"125","158872","mindfuck"
"125","158872","sarcasm"
"125","158872","satire"
"125","158872","Vulgar"
"132","3556","sofia coppola"
"132","6323","John Cusack"
"132","6367","Ewan McGregor"
"132","6367","Renee Zellweger"
"138","59103","jackie chan"
"138","59103","kung fu"
"161","52287","Something for everyone in this one... saw it without and plan on seeing it with kids!"
"166","293","assassin"
"166","293","Jean Reno"
"166","54286","assassin"
"166","54286","assassin-in-training (scene)"
"166","54286","espionage"
"166","54286","Robert Ludlum"
"167","104","test tag"
"177","115617","feel-good"
"177","115617","fun family movie"
"177","115617","very funny"
"184","2579","black and white"
"184","2579","Christopher Nolan"
"184","2579","directorial debut"
"184","2579","mindfuck"
"184","2579","not linear"
"184","2579","Twist Ending"
"184","3793","action"
"184","3793","comic book"
"184","3793","hugh jackman"
"184","3793","marvel"
"184","3793","superhero"
"184","4226","dark"
"184","4226","Mindfuck"
"184","4226","nonlinear"
"184","4226","psychology"
"184","4226","twist ending"
"184","4896","alan rickman"
"184","4896","harry potter"
"184","4896","humorous"
"184","4896","Magic"
"184","5388","atmospheric"
"184","5388","insomnia"
"184","5388","thought-provoking"
"184","6283","amazing artwork"
"184","6283","anime"
"184","6283","sci-fi"
"184","27156","anime"
"184","27156","end of the world"
"184","27156","epic"
"184","27156","mecha"
"184","27156","psychology"
"184","193565","anime"
"184","193565","comedy"
"184","193565","gintama"
"184","193565","remaster"
"193","260","classic sci-fi"
"193","260","space action"
"193","260","space epic"
"193","4878","atmospheric"
"193","4878","cult film"
"193","4878","dreamlike"
"193","4878","hallucinatory"
"193","4878","psychological"
"193","4878","surreal"
"193","4878","time travel"
"193","7147","dreamlike"
"193","7147","sentimental"
"193","7147","surreal"
"193","7147","Tim Burton"
"193","7361","alternate reality"
"193","7361","memory"
"193","7361","thought-provoking"
"193","97938","cinematography"
"193","97938","India"
"193","97938","surreal"
"205","260","oldie but goodie"
"205","260","sci-fi"
"205","260","Star Wars"
"226","6938","big wave"
"226","6938","surfing"
"226","48780","ummarti2006"
"256","126548","funny"
"256","126548","high school"
"274","68319","comic book"
"288","7020","Notable Nudity"
"289","3","moldy"
"289","3","old"
"289","527","moving"
"289","1101","predictable"
"291","50872","a clever chef rat"
"291","50872","inspirational"
"291","102007","animation"
"291","118696","hope"
"300","6711","atmospheric"
"305","4034","drugs"
"305","4995","mathematics"
"305","6502","zombies"
"305","6953","DEPRESSING"
"305","8641","stupid"
"305","34405","predictable"
"305","55721","Favelas"
"305","83134","black comedy"
"318","778","based on a book"
"318","778","dark comedy"
"318","778","narrated"
"318","4612","reciprocal spectator"
"318","4708","reciprocal spectator"
"318","6400","documentary"
"318","30892","Animation"
"318","30892","Documentary"
"318","30892","Henry Darger"
"318","48698","the catholic church is the most corrupt organization in history"
"318","64034","childish naivity"
"318","64034","friendship"
"318","68954","adventure"
"318","68954","Bechdel Test:Fail"
"318","68954","cartoon"
"318","68954","children"
"318","68954","computer animation"
"318","68954","divorce"
"318","68954","dogs"
"318","68954","dreams"
"318","68954","Pixar"
"318","71494","Narrative pisstake"
"318","81158","american idolatry"
"318","82459","atmospheric"
"318","82459","Coen Brothers"
"318","82459","Jeff Bridges"
"318","82459","Matt Damon"
"318","82459","predictable"
"318","90769","celebrity fetishism"
"318","90769","mediacentralism"
"318","90769","system holism"
"318","96084","city politics"
"318","96084","italy"
"318","96084","political right versus left"
"318","111364","Creature Feature"
"318","118784","documentary"
"318","118784","music industry"
"318","118784","remix culture"
"318","127172","film history"
"318","127172","poetic"
"318","127172","representation of children"
"319","364","Disney"
"319","364","Disney animated feature"
"319","364","Oscar (Best Music - Original Score)"
"327","1288","music"
"327","1923","Ben Stiller"
"327","2616","comic book"
"327","3481","music"
"327","3897","music"
"327","8641","awesome"
"327","51255","british comedy"
"336","1","pixar"
"336","153","superhero"
"336","552","knights"
"336","1246","highschool"
"336","32587","cult"
"336","33660","boksdrama"
"336","34162","stiller"
"336","36529","wapendrama"
"336","37729","animation"
"336","38798","sisters"
"341","260","ROBOTS AND ANDROIDS"
"341","260","space"
"356","2146","post-college"
"356","37384","restaurant"
"356","40955","transvestite"
"356","44889","satire"
"356","61323","dark comedy"
"357","39","chick flick"
"357","39","funny"
"357","39","Paul Rudd"
"357","39","quotable"
"357","39","seen more than once"
"357","1059","Amazing Cinematography"
"357","1059","Leonardo DiCaprio"
"357","1059","shakespeare"
"357","1059","updated classics"
"357","2762","Atmospheric"
"357","2762","Bruce Willis"
"357","2762","ghosts"
"357","2762","imdb top 250"
"357","2762","mindfuck"
"357","2762","stylized"
"357","2762","twist ending"
"357","4370","android(s)/cyborg(s)"
"357","4370","artificial intelligence"
"357","4370","Bittersweet"
"357","4370","Steven Spielberg"
"357","5464","cinematography"
"357","5464","Tom Hanks"
"357","7078","Bette Davis"
"357","7078","Oscar (Best Actress)"
"357","7444","Mark Ruffalo"
"357","7451","clever"
"357","7451","High School"
"357","7451","lesbian subtext"
"357","48516","Leonardo DiCaprio"
"357","48516","suspense"
"357","48516","twist ending"
"357","48516","undercover cop"
"357","54997","Christian Bale"
"357","55290","Casey Affleck"
"357","55290","great performances"
"357","55290","twist"
"357","91500","ending"
"357","91529","Anne Hathaway"
"357","91529","Christian Bale"
"357","91529","Christopher Nolan"
"357","91529","comic book"
"357","91529","great ending"
"357","91529","Morgan Freeman"
"357","91529","political commentary"
"357","91529","superhero"
"419","98961","Afghanistan"
"419","98961","American propaganda"
"419","98961","assassination"
"419","98961","military"
"419","98961","terrorism"
"424","32","time travel"
"424","47","mystery"
"424","47","twist ending"
"424","50","mindfuck"
"424","50","suspense"
"424","50","thriller"
"424","50","tricky"
"424","50","twist ending"
"424","147","addiction"
"424","147","heroin"
"424","147","Leonardo DiCaprio"
"424","147","Mark Wahlberg"
"424","175","controversial"
"424","175","New York City"
"424","175","Nudity (Full Frontal)"
"424","223","cynical"
"424","223","hilarious"
"424","223","independent film"
"424","223","quirky"
"424","223","witty"
"424","260","classic sci-fi"
"424","260","sci-fi"
"424","260","space adventure"
"424","260","Star Wars"
"424","288","brutality"
"424","288","controversial"
"424","288","dark comedy"
"424","288","psychedelic"
"424","288","satire"
"424","288","stylized"
"424","296","cult film"
"424","296","drugs"
"424","296","Quentin Tarantino"
"424","296","Tarantino"
"424","364","soundtrack"
"424","527","thought-provoking"
"424","541","sci-fi"
"424","589","apocalypse"
"424","589","Arnold Schwarzenegger"
"424","589","nuclear war"
"424","589","sci-fi"
"424","589","Suspense"
"424","589","time travel"
"424","608","based on a true story"
"424","608","dark comedy"
"424","608","KIDNAPPING"
"424","608","Steve Buscemi"
"424","628","edward norton"
"424","628","psychology"
"424","628","suspense"
"424","628","thought-provoking"
"424","628","twist ending"
"424","1089","ensemble cast"
"424","1089","nonlinear"
"424","1089","Quentin Tarantino"
"424","1089","stylized"
"424","1120","freedom of expression"
"424","1136","british comedy"
"424","1136","Monty Python"
"424","1193","emotional"
"424","1193","jack nicholson"
"424","1198","adventure"
"424","1198","archaeology"
"424","1198","indiana jones"
"424","1198","Steven Spielberg"
"424","1198","treasure hunt"
"424","1200","action"
"424","1200","aliens"
"424","1200","horror"
"424","1200","sci-fi"
"424","1200","space"
"424","1200","space craft"
"424","1200","SPACE TRAVEL"
"424","1200","suspense"
"424","1219","Alfred Hitchcock"
"424","1219","psychology"
"424","1219","suspenseful"
"424","1219","tense"
"424","1240","Action"
"424","1240","artificial intelligence"
"424","1240","robots"
"424","1240","Sci-Fi"
"424","1240","special effects"
"424","1240","tense"
"424","1240","time travel"
"424","1258","atmospheric"
"424","1258","disturbing"
"424","1258","Horror"
"424","1258","jack nicholson"
"424","1258","masterpiece"
"424","1258","psychological"
"424","1258","Stanley Kubrick"
"424","1258","suspense"
"424","1343","horror"
"424","1343","Juliette Lewis"
"424","1343","Martin Scorsese"
"424","1343","Robert De Niro"
"424","1625","mindfuck"
"424","1625","Mystery"
"424","1625","plot twist"
"424","1625","psychological"
"424","1625","suspense"
"424","1625","twist ending"
"424","1704","inspirational"
"424","1921","hallucinatory"
"424","1921","mental illness"
"424","1921","mindfuck"
"424","1921","paranoid"
"424","1923","Ben Stiller"
"424","1923","crude humor"
"424","1923","goofy"
"424","2160","Atmospheric"
"424","2160","creepy"
"424","2160","paranoia"
"424","2160","scary"
"424","2160","suspense"
"424","2296","SNL"
"424","2329","thought-provoking"
"424","2505","Nicolas Cage"
"424","2571","martial arts"
"424","2571","sci-fi"
"424","2700","adult humor"
"424","2700","controversial"
"424","2700","crude humor"
"424","2700","free speech"
"424","2700","parody"
"424","2700","satire"
"424","2700","south park"
"424","2700","Trey Parker"
"424","2959","dark comedy"
"424","2959","psychology"
"424","2959","thought-provoking"
"424","2959","twist ending"
"424","3176","based on a book"
"424","3176","creepy"
"424","3176","disturbing"
"424","3176","Jude Law"
"424","3176","murder"
"424","3176","obsession"
"424","3176","psychology"
"424","3176","secrets"
"424","3176","serial killer"
"424","3176","suspense"
"424","3186","asylum"
"424","3186","based on a true story"
"424","3186","Brittany Murphy"
"424","3186","Mental Hospital"
"424","3186","psychology"
"424","3186","winona ryder"
"424","3499","claustrophobic"
"424","3499","horror"
"424","3499","scary"
"424","3499","stephen king"
"424","3499","suspenseful"
"424","3499","tense"
"424","3499","thriller"
"424","3527","aliens"
"424","3527","sci-fi"
"424","3527","scifi cult"
"424","3911","satire"
"424","3948","comedy"
"424","3948","Robert De Niro"
"424","4226","mystery"
"424","4226","psychological"
"424","4226","twist ending"
"424","4262","Al Pacino"
"424","4816","ben stiller"
"424","4816","comedy"
"424","4816","David Bowie"
"424","4816","goofy"
"424","4816","mindless one liners"
"424","4816","Will Ferrell"
"424","4878","jake gyllenhaal"
"424","4993","fantasy"
"424","4993","high fantasy"
"424","4993","Magic"
"424","4993","mythology"
"424","4993","tolkien"
"424","4993","wizards"
"424","5291","black and white"
"424","5291","samurai"
"424","6016","multiple storylines"
"424","6016","true story"
"424","6188","comedy"
"424","6188","Will Ferrell"
"424","6290","Rob Zombie"
"424","7361","jim carrey"
"424","8641","comedy"
"424","8641","Will Ferrell"
"424","8950","Christian Bale"
"424","8950","creepy"
"424","8950","powerful ending"
"424","8950","psychology"
"424","8950","schizophrenia"
"424","8950","twist ending"
"424","27020","drugs"
"424","27020","lesbian"
"424","30825","Ben Stiller"
"424","30825","Robert De Niro"
"424","34323","Rob Zombie"
"424","40278","Jake Gyllenhaal"
"424","40278","Modern war"
"424","48516","atmospheric"
"424","48516","Jack Nicholson"
"424","48516","Leonardo DiCaprio"
"424","48516","Martin Scorsese"
"424","48516","suspense"
"424","53127","based on a play"
"424","53127","conspiracy theory"
"424","53127","creepy"
"424","53127","Insanity"
"424","53127","paranoia"
"424","53127","PTSD"
"424","60756","funny"
"424","60756","will ferrell"
"424","66097","claymation"
"424","66097","creepy"
"424","66097","dark"
"424","66097","dark fairy tale"
"424","66097","Surreal"
"424","66097","Tim Burton"
"424","68157","black comedy"
"424","68157","Brad Pitt"
"424","68157","Christoph Waltz"
"424","68157","Quentin Tarantino"
"424","68157","satire"
"424","74458","insanity"
"424","74458","Leonardo DiCaprio"
"424","74458","Martin Scorsese"
"424","74458","plot twist"
"424","74458","psychological"
"424","74458","Psychological Thriller"
"424","74458","thought-provoking"
"424","79132","action"
"424","79132","alternate reality"
"424","79132","Leonardo DiCaprio"
"424","79132","sci-fi"
"424","79132","thought-provoking"
"424","79132","visually appealing"
"424","81562","stranded"
"424","81591","alter ego"
"424","81591","atmospheric"
"424","81591","creepy"
"424","81591","horror"
"424","81591","obsession"
"424","81591","surreal"
"424","102903","illusions"
"424","102903","overcomplicated"
"424","102903","predictable"
"424","102903","stupid ending"
"424","104879","absorbing"
"424","104879","acting"
"424","104879","atmospheric"
"424","104879","Hugh Jackman"
"424","104879","Jake Gyllenhaal"
"424","104879","morality"
"424","104879","mystery"
"424","104879","thriller"
"424","106100","Jared Leto"
"424","106100","social commentary"
"424","106100","uplifting"
"424","106489","fantasy"
"424","106489","Tolkien"
"424","106489","too long"
"424","109487","Christopher Nolan"
"424","109487","sci-fi"
"424","109487","time-travel"
"424","112515","atmospheric"
"424","112515","dark"
"424","112515","Metaphorical"
"424","112515","psychological"
"424","112556","annoying"
"424","112556","Stupid ending"
"435","750","dark comedy"
"435","2959","dark comedy"
"435","58559","psychology"
"435","58559","superhero"
"439","5952","Myth"
"439","98809","Action"
"439","98809","Myth"
"462","152711","Cambodia"
"462","152711","crime"
"462","152711","human rights"
"462","152711","murder"
"462","152711","procedural"
"474","1","pixar"
"474","2","game"
"474","5","pregnancy"
"474","5","remake"
"474","7","remake"
"474","11","politics"
"474","11","president"
"474","14","politics"
"474","14","president"
"474","16","Mafia"
"474","17","Jane Austen"
"474","21","Hollywood"
"474","22","serial killer"
"474","25","alcoholism"
"474","26","Shakespeare"
"474","28","In Netflix queue"
"474","28","Jane Austen"
"474","29","kidnapping"
"474","31","high school"
"474","31","teacher"
"474","32","time travel"
"474","34","Animal movie"
"474","34","pigs"
"474","36","death penalty"
"474","36","Nun"
"474","38","twins"
"474","39","Emma"
"474","39","Jane Austen"
"474","40","In Netflix queue"
"474","40","South Africa"
"474","41","Shakespeare"
"474","43","England"
"474","45","Journalism"
"474","46","wedding"
"474","47","serial killer"
"474","50","heist"
"474","52","adoption"
"474","52","prostitution"
"474","58","writing"
"474","62","music"
"474","92","Jekyll and Hyde"
"474","96","theater"
"474","101","crime"
"474","104","golf"
"474","107","muppets"
"474","110","Scotland"
"474","111","assassination"
"474","116","Holocaust"
"474","122","dating"
"474","140","journalism"
"474","150","moon"
"474","150","NASA"
"474","150","space"
"474","153","superhero"
"474","160","Michael Crichton"
"474","161","submarine"
"474","162","In Netflix queue"
"474","185","computers"
"474","199","Made me cry"
"474","215","generation X"
"474","216","school"
"474","222","Ireland"
"474","223","generation X"
"474","224","mental illness"
"474","224","psychology"
"474","230","Stephen King"
"474","232","In Netflix queue"
"474","235","movie business"
"474","237","basketball"
"474","237","France"
"474","237","infertility"
"474","246","basketball"
"474","247","Australia"
"474","249","Beethoven"
"474","252","Einstein"
"474","257","court"
"474","260","darth vader"
"474","260","luke skywalker"
"474","260","space opera"
"474","261","Louisa May Alcott"
"474","262","England"
"474","262","Girl Power"
"474","262","India"
"474","272","England"
"474","272","mental illness"
"474","277","Christmas"
"474","279","In Netflix queue"
"474","280","prison"
"474","282","disability"
"474","282","twins"
"474","290","In Netflix queue"
"474","293","hit men"
"474","296","hit men"
"474","300","TV"
"474","307","Death"
"474","308","marriage"
"474","316","time travel"
"474","317","Christmas"
"474","318","prison"
"474","318","Stephen King"
"474","318","wrongful imprisonment"
"474","326","In Netflix queue"
"474","329","Enterprise"
"474","337","mental illness"
"474","338","serial killer"
"474","339","coma"
"474","342","Australia"
"474","342","weddings"
"474","345","cross dressing"
"474","345","men in drag"
"474","345","remade"
"474","349","Tom Clancy"
"474","350","John Grisham"
"474","351","interracial romance"
"474","356","shrimp"
"474","356","Vietnam"
"474","357","wedding"
"474","361","gambling"
"474","363","Holocaust"
"474","363","In Netflix queue"
"474","364","Disney"
"474","371","journalism"
"474","377","bus"
"474","380","spies"
"474","381","alcoholism"
"474","412","Edith Wharton"
"474","421","horses"
"474","425","mental illness"
"474","425","Oscar (Best Actress)"
"474","440","President"
"474","454","John Grisham"
"474","457","based on a TV show"
"474","471","hula hoop"
"474","474","assassination"
"474","475","Ireland"
"474","477","biopic"
"474","480","Dinosaur"
"474","488","Japan"
"474","488","sexuality"
"474","497","Shakespeare"
"474","500","cross dressing"
"474","500","divorce"
"474","500","men in drag"
"474","508","AIDs"
"474","513","radio"
"474","513","show business"
"474","515","Butler"
"474","515","Housekeeper"
"474","516","military"
"474","522","Australia"
"474","522","racism"
"474","522","violence"
"474","524","football"
"474","527","Holocaust"
"474","529","chess"
"474","531","In Netflix queue"
"474","534","C.S. Lewis"
"474","535","large cast"
